Id,ORGANIZATION,LAT,LON,UTILIZATION
9633cc0d-9934-3098-acdc-497673edf4c5,277aea7a-ec5f-3dfc-b430-e5e68f599033,42.418722,-71.163912,41
2bc9ce06-ef8f-31bc-93ee-2cbee1d8f2c3,6ba40db8-d0f5-3e80-a7ef-7f3d96d28720,42.520876,-71.770611,43
5f3ada31-2001-370c-8f34-5ac0313b0f82,46d76f18-28be-3225-9d6c-8f9a424775eb,42.50436,-71.064061,114
2e18b0e6-5f06-3d97-8486-95738049771c,3b58f93e-c04c-332e-bcc3-2deed308c510,42.323853,-71.142003,19
47d6c9ee-45d5-3d71-abd1-a44f873d7413,3417f72c-36d3-3e9d-b28e-9f7a165c3ed8,42.219645,-71.216768,36
49f06697-4ea0-3ef7-aae4-f2ebfef6bfb7,1dc3e5ea-c4e5-3921-8091-f93f95e6b114,42.483953,-71.43849499999999,64
ab502481-1f2c-3d1b-95e3-83e96434dd1a,674de87d-159a-36bb-96a4-e415aa756ea6,42.323853,-71.142003,67
6ee52695-ce34-3944-ae27-8c516d91ad1f,a0f5bcef-a277-330f-901c-27cd8c39df6d,42.224319,-70.880673,124
dfb94509-60ce-30c3-8178-f5fe16205c99,230b3872-a16b-3c49-b4cb-288c356ed3d4,42.605437,-72.292074,264
2d6f109a-4279-374e-be7e-51b3a7307632,c3e371b0-0884-37e4-bae5-a1be9f99b3cd,41.662727,-70.357208,140
0f4387a0-da71-347b-a3fb-c08a0fc45983,2101d4e0-8f93-36bb-b044-f3ae97394376,42.389071,-71.545864,48
4c2484c0-25fd-3479-a92b-d751850d4cd7,934dbefe-1ef2-3f15-8a7e-0c19766b001b,42.648044,-71.161751,72
2481955a-1de9-3124-8dfd-e5b727e4a238,0b829ba7-406d-3339-b330-1e995b1d72a0,42.474862,-70.96218499999999,183
549d380f-0378-3a63-b8a6-997ecd9f6b43,6cb36205-a8ea-322b-8376-c9c7dc6121df,42.578222,-71.084398,163
9b430317-8261-3d8a-9acd-66c14c5dd8d3,b81e45f5-1cbe-3464-bcea-2ced466c7213,42.323853,-71.142003,23
83f147d5-fb8f-349e-a073-ba7b931a88e2,4388668b-7730-35e0-af95-b996397c4c8a,42.383367,-71.42107,62
8097ef96-f730-339d-aef0-88dd3a4c84b5,ca3fc9ea-baa5-3093-978b-29c0c734e2c2,42.047565000000006,-72.57113000000001,102
1a4a7979-08f6-3539-8339-5da45ba30094,b6d84478-28bc-3ab1-8b5a-c64299f8960b,42.146286,-71.255604,36
9b145208-60c5-35dc-b6d7-622292d5793f,10fb096e-706f-3f84-af35-4bab399a8d11,42.390445,-71.101033,145
62cfc736-d48d-3451-8b46-fe6f40ea4c10,02da9e41-5656-33e0-be62-aff604c958d3,42.33196,-71.020173,53
6a356537-cef2-3ad2-8e60-315507f7f83b,026f9974-8b5a-3925-becd-87b049825f1b,42.183577,-72.457812,109
f064ad83-a211-3bc7-bd6e-ed366aae8e2d,223c28bc-a680-32b8-a654-3c07a81e3cea,42.597055,-71.3697,90
99e0cd32-94fe-3377-8c06-77b679e0737b,20407251-085a-3849-aec4-9ae82cc81ac5,42.468059,-70.89126,137
2e1e86f6-5183-3b03-ba38-357e16e81f17,2e842845-6ec0-3590-8290-0192c1eab1cc,42.418722,-71.163912,112
8cdc58ef-2276-3b34-bdbb-9335bd60da5c,28e1a296-8abe-33d4-8e46-8b1f3c735973,42.122956,-70.85631,181
da8d5bbf-5e4b-3456-bb64-922a557c2353,518271fa-2372-3b99-9b3f-a9ccc3cfc33b,42.09387,-71.544519,325
1dabd09d-45ad-3919-a7cf-e560c034cc1c,819a27bd-81d7-3aec-b990-e79062cd0fd0,42.146286,-71.255604,111
4d9f61c5-e900-35f0-8394-137a2a5af92e,7ff0344c-ce61-36fd-8187-cd0d13af354a,41.931653,-71.294503,59
d8d55c11-cd55-36b9-afed-735c2b5145ae,cbca2a7d-71ee-328e-8cfc-56f35f27d248,42.418848,-72.10659799999999,127
8e6efbe6-8c05-30b8-ba63-d9a813d4296f,befd832a-ba6c-3404-b7d6-a01ee45f6fe1,42.468059,-70.89126,264
8a69a415-fc1e-339b-bf62-eee953955d5a,817f30f1-19d6-3cc9-8713-09309eada809,42.423844,-71.10923100000001,62
fc5ff4fc-6e76-3e46-a45f-3fdaf48e6971,9ec35f20-8d1d-34d6-8663-2ef4d94521da,42.356491,-72.568632,117
57f28564-3076-315a-8f2b-a22501874e8f,bc938b40-d8f2-3c87-877a-26071a128971,42.605437,-72.292074,201
86a0c363-c0a1-3cfe-a529-bacba2ce6722,59a4b308-6863-3bf6-8ef8-0e0f62d6b04e,42.115139,-70.71033100000001,21
f79503ec-f9c5-3af4-8518-c6703f0c0dc6,b969cda4-812d-34ff-b4b2-ec1f0d492134,42.782945,-71.087436,78
f3f4eae1-b16d-3f2e-b8ec-9f3228c14a23,433c8aea-1ab2-374e-a879-7c6fd0d3c4e6,42.390445,-71.101033,324
0bc7a853-3435-34e1-8bae-53b40e60d72c,18493754-0bc4-3653-89ba-fced6e9a2a79,42.66495,-71.712025,752
d225b765-93e2-38fb-aeb8-a73e5959e4ea,8041c7d8-176f-3afc-80ed-e631206c4c65,42.224096,-71.54048900000001,171
4dec49ee-4736-350a-8330-8e11f97469cd,775c7fab-5ca1-3703-ba2d-c297992d97d1,42.656952,-70.60463,70
c2e0d87b-18e5-3cef-b212-d15b0f12f6f9,7e0fcfff-e432-3e12-8c28-1b798687cc6b,41.662727,-70.357208,3
e13264e4-1f49-39d1-a48e-09d4224525d0,291d3ec5-a6bc-3cc7-bbc4-5473f2bcbc97,42.122956,-70.85631,28
ec0f504f-e4e6-3530-8f41-2bfcca1ed804,414083bc-a154-3b45-bfbf-397a568e2362,42.369451,-71.177925,42
03c2e5c0-e8b5-395e-b6ea-3b4b5580b61a,f64a8254-152a-394c-aa57-4a7e88ce99af,42.605437,-72.292074,184
f33dd9c0-0459-38f3-933a-893e7e20230c,d7e1f7b8-5261-3ee6-9d13-3e47f57fa6c2,42.323853,-71.142003,215
24e47b5b-eae5-3f1b-9f44-c4943f3122ff,6b3080ef-1b74-33ae-aae8-5fdca88f4864,42.125451,-72.649734,13
8bd5cbf9-844c-31dd-bea1-b2d5962a5212,5ddddbdd-c3eb-3e78-abf7-850ef1e210b6,42.418722,-71.163912,56
6f45029f-aea0-3c55-8b3a-ea290a76c436,129f29ed-9183-311f-a596-9c762d8cb08c,42.559673,-71.260947,109
f28d7cd1-3143-3f3b-9ac0-56d1d134a755,36f3b4f2-9e17-3b2b-b080-eab3c7fda7fb,41.661303,-70.937913,157
fd7d5051-8f06-3927-b6b6-76debc8015ce,207d191f-2b0f-31de-ab6a-52265042af59,42.50436,-71.064061,43
8257c928-cd98-36ea-bc94-3d37d84f77b7,0de9633c-54dd-39cb-947c-8ab5ecdf93a2,42.573654,-71.640986,653
e669ba5c-5c09-35e7-a405-00fcfb91cd05,819655f8-a4ea-31a7-bd9e-b0ef44654ba9,42.601977000000005,-71.81586999999999,175
f63940b2-0901-3e92-b66e-aa270912e1d3,4409e057-3f33-39ab-92a1-54fd9c2f3a3e,41.965341,-71.18178,143
89a31844-1dbc-3b89-8831-b5fe0751dcd3,1b16712e-c42b-38cc-8f9c-06c60aee8f4a,41.760932,-70.070392,186
6755e8a7-11e7-3ec4-81ed-7e7c616e9858,3d57481a-530e-33ab-9369-ae7dace0d2b0,42.323342,-71.646236,91
3acedcda-5e91-34f8-b0ac-d108cddcef21,58fa71de-2295-33b8-8932-176a72078898,42.129251,-70.908736,282
73c20a00-f3b5-3e68-9c12-0c461486f04a,20a2afdf-7859-3515-ab4e-539ec8bc5f44,42.323853,-71.142003,112
399e0303-c548-3df8-a797-f2040b466aa3,4101f148-1f40-3e5c-99a2-f88cbaf9bb9f,42.221851,-73.333044,155
3b0cfcb5-f4bc-3185-8de3-799cdc475602,f45aa838-487d-320d-a6c4-fc0f4b968924,42.499248,-70.898204,103
fd2ebc1a-ca07-3f5d-89e9-9b226e717078,cfd98299-b454-3431-b2b3-5765a9dd4369,42.388921,-71.24226800000001,60
9ab7b8aa-4150-30ac-897e-5b295ed3d7a3,a2b3ba4e-d3ad-3429-ade3-af77895c8be0,41.987196,-70.74194200000001,170
f97e61a0-1dbe-3724-a05f-09e5a98ccef7,d86bfce3-fbc5-336b-b24e-aef844d6fe3e,42.474208,-71.097665,52
7a947f32-2a55-3033-b083-9c77f955a023,7b4395d5-5744-3cb2-b8a8-688c1a87c1e2,42.206676,-70.94584499999998,22
be814be3-3351-3f05-8793-8b32ed35794d,5e3989cf-b359-30a4-8d6d-158a04628d58,42.323853,-71.142003,100
50ace87c-818f-365c-ab38-1ba0e1f985b4,ff6a07d9-8101-3861-8d58-2bd44631f20c,42.119006,-71.10365,67
9b8dd0c7-b7f8-320d-9b56-2727a2301bc3,6c9e7a79-b894-3260-8ebd-e57350dd1ce6,41.903324,-71.094987,76
151e8f4c-5dd4-32af-8de1-cb68ddf6a632,41d11a18-8aeb-305e-b838-81c5999d66c3,41.594939,-70.599243,60
2a2303c7-5b05-3956-8e4d-aed84aea3227,0df61196-c165-3212-9389-40d4bb4a39cb,42.452752,-71.144319,137
8fd0a94a-0d14-3576-8ab2-835563b371be,78e36de6-282f-3417-9f92-cce7dd0bacda,42.221851,-73.333044,41
12e50c45-c18f-36a7-9ee3-3629c359c2d2,960a678f-5f75-3751-a72e-a7662d051351,42.45184,-73.260685,113
25456aec-606e-3582-b5f9-bce05e235f86,f573704c-b330-36ba-90db-1943dea8d013,41.293416,-70.10216899999999,197
93c72ea7-652c-367d-a933-1ac7675e959a,27ea3751-40d6-3fcc-88ad-4b7d0c710a7b,41.875179,-70.74671500000001,364
6be0bbdb-85b9-311a-80b9-b0b2e5b829f1,ad3a23c5-ee9b-361d-96ee-244364c9b63a,42.534146,-71.038333,239
4b48bd61-7848-3c73-8569-0a551445a56d,755c4fdf-858f-3c62-80bf-5e9ae114c9cf,41.834412,-70.957166,85
139a4a4e-a895-3e88-b48a-58c69171f760,1c7f196c-c1db-37b1-8961-c9ac96267b63,42.376043,-71.11868,114
680f3f36-0910-3bad-abc5-2d0952b381b2,2eede106-3a4c-31f0-93f1-22e30e24a593,42.782945,-71.087436,41
6f2d93d6-36a8-3ed8-8fd1-e5c4642d215a,bffef3f6-1fc7-3881-be74-0678fbe77b5b,42.138838,-72.755911,35
5ed72751-cb84-382c-a218-6a52e2a4d740,1495bd5e-02ff-37a6-baf8-ff4e13600c0c,41.76935,-69.969034,48
94cfcfbd-fe19-33e5-a243-960625ffe399,bc1b82cc-e927-373f-80bf-b90bff6edfe8,42.224319,-70.880673,81
ed737822-4676-3318-9921-4cf167818d8a,2ebd3876-5d50-333e-83b3-a33959b8894d,42.50436,-71.064061,45
6ad98d98-ee21-342e-ae8e-c51a97c110c7,98b63415-bc21-3f43-b5ad-b78fb98c023d,42.021617,-71.026717,30
2c4d45dd-95c8-3f63-ab86-56fba1df5d4d,418083ea-2027-3dad-9c4a-5291d00f3ba3,41.661303,-70.937913,60
