Id,LAT,LON,PHONE,REVENUE,UTILIZATION
44bef9d3-91c2-3005-93e0-ccf436348ff0,42.33196,-71.020173,6175237900,526920.7099999544,4179
60457c13-adb2-3415-82c5-86ab5dab5f93,42.115454,-72.539978,4137940000,1423600.9499998416,11278
a9f20dc1-5147-3789-bcef-bbecb41c5983,42.742751,-71.178588,9786870156,1472706.0099998105,11790
7fb56531-86bd-3e4a-8619-4df9942da309,42.281593,-71.242414,7814533002,1968475.4399994884,15614
03347b4d-994e-302b-848b-58019a4e274d,42.269478,-71.807783,9783691400,1231642.7099999653,9834
cb6a50e0-af76-3758-99ad-3200ede03fff,42.33196,-71.020173,6176677000,531415.6099999557,4321
9a7149fa-49fc-3c87-b935-d29c55808717,42.33196,-71.020173,6177545800,464381.7199999662,3671
24cb4eab-6166-3530-bddc-a5a8a14a4fc1,42.158692,-71.521419,5084731190,3702499.1500012814,29375
e44f438a-601b-30fb-85eb-bfaf8ddcb5ad,42.586516,-71.988062,9786323420,864338.3300000386,6862
ac8356a5-78f8-3a63-8a1e-59e832fd54e7,42.562221,-71.58484399999998,9787849000,1868711.4399995569,14907
db0acede-4abe-3c01-8d03-5c68a190d8c7,42.24158900000001,-71.082651,7813408000,2338673.009999684,18665
3d10019f-c88e-3de5-9916-6107b9c0263d,42.331876,-71.208402,6172436000,3813316.9900014186,30329
f4e7709c-02f6-37ca-aeea-8247d74e88e7,42.452752,-71.144319,7817299000,2561887.8199999435,20345
12c9daf5-a29c-36c9-ac55-28972463e566,42.24158900000001,-71.082651,6176964600,2356729.739999714,18663
27379046-608b-32f0-9df7-8c833cf5d11d,42.33196,-71.020173,6177325500,457690.1099999677,3714
226098a2-6a40-3588-b5bb-db56c3a30a04,42.082543,-71.024638,5084273000,2842550.940000267,22624
b7175ab4-bde5-3848-891b-579bccb77c7c,42.33196,-71.020173,6176365000,484427.3999999619,3863
d733d4a9-080d-3593-b910-2366e652b7ea,42.33196,-71.020173,6179837000,568381.4299999651,4486
3bd5eda0-16da-3ba5-8500-4dfd6ae118b8,42.18736,-71.195955,5087721000,2756712.50000018,21982
d5117822-5756-389d-9547-891a372d580f,41.57072,-70.556682,5085485300,3917911.190001524,31242
f99c74cc-7d1a-3f95-9a33-4a9357bf2f2a,42.269478,-71.807783,5083341000,1430420.489999837,11334
6f122869-a856-3d65-8db9-099bf4f5bbb8,42.503227,-71.201713,7817445100,2196959.029999527,17425
465de31f-3098-365c-af70-48a071e1f5aa,42.307905,-71.436196,5083831000,2551218.75999994,20210
1eaf97fa-9de6-38de-a9c4-6efe5dc574be,42.269478,-71.807783,5083635000,1259050.7799999488,10011
80e919cc-df1a-3838-b75e-541564a286e5,41.293416,-70.10216899999999,5082281200,1201961.9099999869,9516
8e00f524-3a5f-313e-9542-378dfc61193f,41.45716,-70.556101,5086930410,363404.2999999857,2909
56e0b3b3-4fac-3776-8fc9-7b465eb2fc17,42.19397,-73.361473,4135280790,457174.57999996754,3606
161a799c-4894-36f6-8ca7-2a71c8107f79,42.593384,-72.230228,9782493511,628440.31999998,5001
956ccb85-bea0-30f9-af48-52f5dd95ff72,42.33196,-71.020173,6172543800,482954.5799999628,3832
d7b11827-25f2-350b-bcd8-939fc59851b0,42.33196,-71.020173,6177356000,482773.6599999616,4005
5103c940-0c08-392f-95cd-446e0cea042a,42.115454,-72.539978,4137872000,1504737.8999997904,11983
ff9863d3-3fa3-3861-900e-f00148f5d9c2,42.33196,-71.020173,6177223000,429301.7799999732,3422
72a10c1a-ee7c-3a01-97b1-33f63244c13e,42.503376,-71.272644,781-687-2000,1515589.2599997837,12287
1bd44727-a8e3-322d-9c14-a5c529d6ce6d,42.065655,-71.05398,508-583-4500 Or 508-583-4500,502458.1299999586,4026
be4c63f3-8d38-3fa9-a183-62045b5c85f6,42.32809,-71.11076,617-232-9500,391225.6399999806,3060
a7500efb-720b-3e44-990a-0c3edc5a3990,42.2793,-71.1657,617-323-7700,1214542.9099999792,9501
ae67223f-808e-33d3-a83e-066deebf35ed,42.345066,-72.68291,413-584-4040,310991.2199999964,2486
05462bf2-25d4-3ecd-afdf-bb3e1140929a,42.3665,-71.05931,800-865-3384,1080268.3000000662,8563
5573d6f9-681b-3f8f-9264-2da0fec29b1e,42.62101,-71.31481,978-671-9000,106815.32000000196,833
5259a506-b80b-3ed5-9c30-83188eabf33e,42.586487,-71.80521,978-342-9781 Or 978-342-9781,404993.9099999779,3163
53b25c4b-e95f-3dd1-8e69-d427cdd83631,42.28348,-71.41845,800-865-3384,1088715.0100000608,8645
f95eebbf-70d7-385e-8e4c-748c79c6d644,42.613102,-70.66085,800-838-6331,94880.93000000164,745
c1c0c43e-ca87-3ee5-9549-be3f28afde81,42.580627,-72.623634,413-773-8428 Or 413-773-8428,176096.72000000384,1379
e0c85f99-d520-3f26-8dcd-cfbf172afc5a,42.77449,-71.07901,800-838-6331,1327273.9799999057,10697
ed146054-9dd5-3f0b-83df-d29d983039c3,41.651745,-70.294235,508-771-3190,592766.7599999714,4671
3490b118-b33a-38e3-b763-f6f8f0039d6b,42.62101,-71.31481,800-865-3384,309209.03999999684,2459
8881e3ee-e915-31b3-867f-8e2fbe41e887,42.470093,-70.95994,800-838-6331,638644.529999983,5008
0b78995f-8b45-34d3-969d-afcc456bb1c7,41.635937,-70.92991,508-994-0217,563886.5299999634,4442
de7eebed-6d89-3e62-b8d3-59d80c664399,42.451427,-73.25195,413-499-2672 Or 413-499-2672,185938.7300000041,1458
cb72194a-b1fd-3089-afb6-cb8bb61f4f9c,41.924313,-70.656654,800-865-3384,665070.6599999897,5301
18f774ab-db01-37ba-95c4-44c4eab47089,42.272617,-71.03133,800-865-3384,432427.6499999724,3376
37eb7694-de8f-3407-b95f-1a6a31fb0f6a,42.110065,-72.60007,413-731-6000 Or 413-731-6000,552055.5699999611,4313
d311e70d-86e7-3c03-b115-53892bcf7ef1,42.297756,-71.766815,508-856-0104 Or 508-856-0104,530408.3899999558,4153
7b50426f-b50b-3d7c-ab22-04a0e1632ac8,42.34461,-71.03728,857-203-6461,259379.1000000061,2032
3fbe3da9-8e41-3118-a253-7e2d1b46480f,42.055134,-71.06661,508-580-2730 Or 508-580-2730,513901.60999995633,4028
515117f0-f62e-36da-90e9-a004b40b2260,41.650307,-70.313515,508-778-0124 Or 508-778-0124,264726.33000000566,2065
5b7aa5b4-aa6f-3acc-bd96-01ce774cb614,42.642513,-71.3062,978-453-1151,242639.97000000565,1896
7c530dcd-43f3-3f87-b41b-9f704205e0f8,41.6318,-70.8801,508-999-6920 Or 508-999-6920,270461.0400000045,2112
78dbf052-6958-3c67-af45-b5a450b70fe4,42.139397,-72.62382,413-737-5167 Or 413-737-5167,305153.28999999765,2397
3a2242e0-de37-303b-bdfc-e160c7eae518,42.265556,-71.818665,508-753-7902,892573.0900000471,6979
d5f4875f-6df2-32a8-a01b-47267f47fc49,42.349617,-71.547214,508-481-5519,74654.4800000011,579
b7dc82e4-3595-391b-a897-495dd7e5cf38,42.468432,-71.01394599999999,978-631-9010,9945.319999999992,77
74e00d14-2bbf-3cf3-ae7a-71077abf5f3c,42.844794,-70.841499,978-828-2053,26348.63999999997,205
062ef134-87b2-33ce-8700-2be841551531,41.661303,-70.937913,508-994-0777,8266.239999999994,64
6725cc67-119b-38a5-9fc8-c104c2b7f993,42.355801,-71.862574,508-829-9955,29060.99999999997,226
3a7bb7bb-9e72-3d69-8922-fb46c14a7457,42.363534,-72.50729100000001,413-531-1317,7362.119999999994,57
c72c73fd-0c2a-3579-b732-130984e4883c,42.323342,-71.646236,508-393-1900,7103.799999999995,55
cb60ed4c-0edb-3595-b0e3-897f1a2b917f,42.175737,-71.125385,781-821-1626,7620.439999999994,59
dd7305b8-adee-34b8-81b5-f14fe05784e4,42.782945,-71.087436,978-521-1038,11107.759999999991,86
f0268df7-588d-3e55-bab9-e29862a3be00,42.369417,-71.785036,508-835-2271,32548.319999999967,252
de1376c4-8f27-37ed-85da-6986458442f2,42.770406,-70.872417,978-463-0463,29190.15999999997,227
68bce3bf-f2ec-33ca-ad42-63372ff90d8f,42.184599,-71.305307,508-359-2025,7103.799999999995,55
a1faaa8a-237f-32aa-a877-8cd26f1fdc21,42.323853,-71.142003,617-730-9595,4520.599999999998,35
7ae92f6b-21d5-3e24-8265-d69bd2b9b4ca,41.37295,-70.482349,508-627-7984,17824.079999999984,139
73261f58-9c5a-3dae-833a-92148d5b7072,42.499295,-71.281889,781-271-8811,15757.519999999986,122
3ef2ad01-b3bb-332e-bd65-1607504c44cc,42.376043,-71.11868,617-354-4600,27511.079999999973,214
c71b657c-58b7-33bf-8637-c0e102faf337,42.369451,-71.177925,617-564-0656,9170.359999999991,71
e1053175-7c18-3f57-9814-3e77d8080c14,41.579794,-71.081822,508-636-7569,9816.159999999993,76
d49e6f3e-feab-38e0-adeb-6d0cc8a92c5e,42.50436,-71.064061,781-224-9884,31256.71999999997,243
306fcf64-2582-3906-9311-9cc169d058c5,42.782945,-71.087436,978-373-15162,4649.7599999999975,36
8784f92c-21db-30b9-8492-eb7fcf75ed2e,42.175737,-71.125385,781-575-0100,27640.23999999997,214
eee23eb7-a476-37b0-9811-d57740145867,42.844794,-70.841499,978-462-3287,4908.079999999997,38
71b6fd75-d5ca-3f0a-a81e-1fc098c63ba2,42.369451,-71.177925,617-926-8086,12528.51999999999,97
28f61c08-cdd0-3c54-917c-b248f80b7f74,41.903324,-71.094987,508-823-0304,10720.279999999992,83
fa7e6ef5-13fc-32eb-94b6-a2a925e59210,42.556659,-70.84496,978-921-1335,9686.999999999993,75
8b4fe11a-5235-3649-81fa-b155afee498d,42.265435,-72.670813,413-584-6004,14078.439999999988,110
fc0bcb63-569b-3658-aa03-71cf89aea64e,42.405938,-71.054649,617-389-0013,38102.20000000011,296
9395b8cb-702c-3c5d-926e-1c3524fd6560,41.70692,-70.221117,508-385-9602,19503.15999999998,151
dd1f04b3-54cd-3ff0-96e3-a9aec2078301,42.838603000000006,-71.011997,978-346-4450,75816.92000000113,587
b0bc9a3f-9875-3126-913f-1e1c1a01eb16,42.742751,-71.178588,978-984-5748,6457.999999999995,50
180c8932-47f1-3bf1-9aed-12c9013c2286,42.376043,-71.11868,617-492-7083,7232.959999999995,56
55d1bc6c-bf4e-3cb3-b917-eac93095055b,42.33196,-71.020173,617-480-4043,6199.679999999996,48
277aea7a-ec5f-3dfc-b430-e5e68f599033,42.418722,-71.163912,781-643-9266,5295.559999999997,41
6ba40db8-d0f5-3e80-a7ef-7f3d96d28720,42.520876,-71.770611,978-798-9870,5553.8799999999965,43
46d76f18-28be-3225-9d6c-8f9a424775eb,42.50436,-71.064061,781-245-0055,14724.239999999989,114
3b58f93e-c04c-332e-bcc3-2deed308c510,42.323853,-71.142003,617-277-5510,2454.04,19
3417f72c-36d3-3e9d-b28e-9f7a165c3ed8,42.219645,-71.216768,781-329-5454,4649.7599999999975,36
1dc3e5ea-c4e5-3921-8091-f93f95e6b114,42.483953,-71.43849499999999,978-413-9445,8266.239999999994,64
674de87d-159a-36bb-96a4-e415aa756ea6,42.323853,-71.142003,617-974-6500,8653.719999999994,67
a0f5bcef-a277-330f-901c-27cd8c39df6d,42.224319,-70.880673,781-982-5566,16015.839999999986,124
230b3872-a16b-3c49-b4cb-288c356ed3d4,42.605437,-72.292074,978-544-1503,33969.08,264
c3e371b0-0884-37e4-bae5-a1be9f99b3cd,41.662727,-70.357208,508-775-2059,17953.239999999983,140
2101d4e0-8f93-36bb-b044-f3ae97394376,42.389071,-71.545864,978-562-6011,6199.679999999996,48
934dbefe-1ef2-3f15-8a7e-0c19766b001b,42.648044,-71.161751,978-474-8070,9170.359999999991,72
0b829ba7-406d-3339-b330-1e995b1d72a0,42.474862,-70.96218499999999,781-592-6100,23636.279999999977,183
6cb36205-a8ea-322b-8376-c9c7dc6121df,42.578222,-71.084398,978-290-1295,21053.07999999998,163
b81e45f5-1cbe-3464-bcea-2ced466c7213,42.323853,-71.142003,617-834-2092,2970.6799999999994,23
4388668b-7730-35e0-af95-b996397c4c8a,42.383367,-71.42107,978-443-0998,8007.919999999994,62
ca3fc9ea-baa5-3093-978b-29c0c734e2c2,42.047565000000006,-72.57113000000001,413-565-7177,13174.319999999989,102
b6d84478-28bc-3ab1-8b5a-c64299f8960b,42.146286,-71.255604,508-524-6299,4649.7599999999975,36
10fb096e-706f-3f84-af35-4bab399a8d11,42.390445,-71.101033,617-354-1353,18599.039999999983,145
02da9e41-5656-33e0-be62-aff604c958d3,42.33196,-71.020173,617-363-99881,6845.479999999995,53
026f9974-8b5a-3925-becd-87b049825f1b,42.183577,-72.457812,413-626-5340,13949.279999999988,109
223c28bc-a680-32b8-a654-3c07a81e3cea,42.597055,-71.3697,978-866-1435,11624.39999999999,90
20407251-085a-3849-aec4-9ae82cc81ac5,42.468059,-70.89126,781-599-7781,17565.759999999984,137
2e842845-6ec0-3590-8290-0192c1eab1cc,42.418722,-71.163912,781-643-1266,14465.919999999987,112
28e1a296-8abe-33d4-8e46-8b1f3c735973,42.122956,-70.85631,781-826-5555,23119.639999999978,181
518271fa-2372-3b99-9b3f-a9ccc3cfc33b,42.09387,-71.544519,508-473-12005,41589.52000000021,325
819a27bd-81d7-3aec-b990-e79062cd0fd0,42.146286,-71.255604,781-318-8018,14336.759999999987,111
7ff0344c-ce61-36fd-8187-cd0d13af354a,41.931653,-71.294503,508-222-9522,7491.279999999994,59
cbca2a7d-71ee-328e-8cfc-56f35f27d248,42.418848,-72.10659799999999,978-257-80620,16403.319999999985,127
befd832a-ba6c-3404-b7d6-a01ee45f6fe1,42.468059,-70.89126,781-581-1500,34098.240000000005,264
817f30f1-19d6-3cc9-8713-09309eada809,42.423844,-71.10923100000001,781-391-1640,8007.919999999994,62
9ec35f20-8d1d-34d6-8663-2ef4d94521da,42.356491,-72.568632,413-587-3111,14982.559999999989,117
bc938b40-d8f2-3c87-877a-26071a128971,42.605437,-72.292074,978-544-6699,25961.15999999997,201
59a4b308-6863-3bf6-8ef8-0e0f62d6b04e,42.115139,-70.71033100000001,781-794-2200,2712.36,21
b969cda4-812d-34ff-b4b2-ec1f0d492134,42.782945,-71.087436,978-373-6030,10074.479999999992,78
433c8aea-1ab2-374e-a879-7c6fd0d3c4e6,42.390445,-71.101033,617-930-6902,41847.840000000215,324
18493754-0bc4-3653-89ba-fced6e9a2a79,42.66495,-71.712025,978-597-5227,96870.0000000017,752
8041c7d8-176f-3afc-80ed-e631206c4c65,42.224096,-71.54048900000001,508-333-5523,22086.35999999998,171
775c7fab-5ca1-3703-ba2d-c297992d97d1,42.656952,-70.60463,978-546-2090,9041.199999999992,70
7e0fcfff-e432-3e12-8c28-1b798687cc6b,41.662727,-70.357208,508-420-4480,387.48,3
291d3ec5-a6bc-3cc7-bbc4-5473f2bcbc97,42.122956,-70.85631,781-829-6780,3616.479999999999,28
414083bc-a154-3b45-bfbf-397a568e2362,42.369451,-71.177925,617-924-3343,5424.719999999997,42
f64a8254-152a-394c-aa57-4a7e88ce99af,42.605437,-72.292074,978-544-1556,23765.439999999977,184
d7e1f7b8-5261-3ee6-9d13-3e47f57fa6c2,42.323853,-71.142003,617-638-8853,27640.23999999997,215
6b3080ef-1b74-33ae-aae8-5fdca88f4864,42.125451,-72.649734,413-747-4554,1679.0800000000004,13
5ddddbdd-c3eb-3e78-abf7-850ef1e210b6,42.418722,-71.163912,781-643-3230,7103.799999999995,56
129f29ed-9183-311f-a596-9c762d8cb08c,42.559673,-71.260947,978-670-2706,13949.279999999988,109
36f3b4f2-9e17-3b2b-b080-eab3c7fda7fb,41.661303,-70.937913,617-999-7858,20278.11999999998,157
207d191f-2b0f-31de-ab6a-52265042af59,42.50436,-71.064061,781-932-0559,5553.8799999999965,43
0de9633c-54dd-39cb-947c-8ab5ecdf93a2,42.573654,-71.640986,978-425-6666,84083.16000000136,653
819655f8-a4ea-31a7-bd9e-b0ef44654ba9,42.601977000000005,-71.81586999999999,978-342-1837,22602.999999999975,175
4409e057-3f33-39ab-92a1-54fd9c2f3a3e,41.965341,-71.18178,508-285-2015,18469.879999999983,143
1b16712e-c42b-38cc-8f9c-06c60aee8f4a,41.760932,-70.070392,508-896-4499,23894.599999999977,186
3d57481a-530e-33ab-9369-ae7dace0d2b0,42.323342,-71.646236,508-723-6141,11624.39999999999,91
58fa71de-2295-33b8-8932-176a72078898,42.129251,-70.908736,781-878-6962,36423.12000000007,282
20a2afdf-7859-3515-ab4e-539ec8bc5f44,42.323853,-71.142003,617-734-8459,14336.759999999987,112
4101f148-1f40-3e5c-99a2-f88cbaf9bb9f,42.221851,-73.333044,413-644-0194,20019.79999999998,155
f45aa838-487d-320d-a6c4-fc0f4b968924,42.499248,-70.898204,978-745-3445,13303.479999999989,103
cfd98299-b454-3431-b2b3-5765a9dd4369,42.388921,-71.24226800000001,781-891-9734,7749.599999999994,60
a2b3ba4e-d3ad-3429-ade3-af77895c8be0,41.987196,-70.74194200000001,781-585-7722,21957.19999999998,170
d86bfce3-fbc5-336b-b24e-aef844d6fe3e,42.474208,-71.097665,617-244-8389,6716.319999999995,52
7b4395d5-5744-3cb2-b8a8-688c1a87c1e2,42.206676,-70.94584499999998,781-335-5700,2841.5199999999995,22
5e3989cf-b359-30a4-8d6d-158a04628d58,42.323853,-71.142003,617-939-6299,12915.999999999987,100
ff6a07d9-8101-3861-8d58-2bd44631f20c,42.119006,-71.10365,781-344-0057,8653.719999999994,67
6c9e7a79-b894-3260-8ebd-e57350dd1ce6,41.903324,-71.094987,508-813-0317,9816.159999999993,76
41d11a18-8aeb-305e-b838-81c5999d66c3,41.594939,-70.599243,508-274-7390,7749.599999999994,60
0df61196-c165-3212-9389-40d4bb4a39cb,42.452752,-71.144319,617-331-3314,17565.759999999984,137
78e36de6-282f-3417-9f92-cce7dd0bacda,42.221851,-73.333044,413-528-0700,5295.559999999997,41
960a678f-5f75-3751-a72e-a7662d051351,42.45184,-73.260685,413-358-5697,14595.079999999987,113
f573704c-b330-36ba-90db-1943dea8d013,41.293416,-70.10216899999999,508-364-4331,25186.19999999997,197
27ea3751-40d6-3fcc-88ad-4b7d0c710a7b,41.875179,-70.74671500000001,508-280-4825,46885.08000000035,364
ad3a23c5-ee9b-361d-96ee-244364c9b63a,42.534146,-71.038333,978-290-7090,30869.23999999997,239
755c4fdf-858f-3c62-80bf-5e9ae114c9cf,41.834412,-70.957166,508-947-1683,10978.599999999991,85
1c7f196c-c1db-37b1-8961-c9ac96267b63,42.376043,-71.11868,617-661-0511,14724.239999999989,114
2eede106-3a4c-31f0-93f1-22e30e24a593,42.782945,-71.087436,603-674-2802,5295.559999999997,41
bffef3f6-1fc7-3881-be74-0678fbe77b5b,42.138838,-72.755911,413-562-8045,4520.599999999998,35
1495bd5e-02ff-37a6-baf8-ff4e13600c0c,41.76935,-69.969034,774-316-6599,6199.679999999996,48
bc1b82cc-e927-373f-80bf-b90bff6edfe8,42.224319,-70.880673,781-740-1188,10461.959999999992,81
2ebd3876-5d50-333e-83b3-a33959b8894d,42.50436,-71.064061,617-966-6669,5812.199999999996,45
98b63415-bc21-3f43-b5ad-b78fb98c023d,42.021617,-71.026717,508-587-2858,3874.7999999999984,30
418083ea-2027-3dad-9c4a-5291d00f3ba3,41.661303,-70.937913,508-993-3100,7749.599999999994,60
fda84fde-4ba6-3521-9bc4-3a1782419ebe,42.369451,-71.177925,617-924-8344,3228.999999999999,25
b77848aa-a063-3b6f-84c6-be1a49c1f645,42.62885,-70.685875,978-282-8225,10074.479999999992,78
c392eb95-d804-35bc-aea0-ccc0bbb8d85d,42.323342,-71.646236,508-393-1220,3745.6399999999994,29
3adbc956-6e12-324b-bbf9-c297cbc531dc,42.50436,-71.064061,781-632-7708,9428.679999999991,73
93b9c1c3-c97c-3070-bcfb-87966f028ea4,41.662727,-70.357208,508-362-4533,22602.999999999975,175
424452f2-f497-373b-b9ed-573a13b021f3,42.45184,-73.260685,413-443-7700,12786.83999999999,99
898cdd68-0f0c-3bb7-ac83-3ff23764f1c6,42.614671,-72.597063,413-772-60802,4262.279999999998,33
f4faaee2-1664-300f-a931-6b4c6f727954,42.108463,-71.185182,781-784-5050,10461.959999999992,81
364661ff-4fcc-3d6e-89f8-93d2570f6c3c,42.331876,-71.208402,617-584-8510,1937.4000000000003,15
e73f5da9-599e-3c0d-976f-ee2e4421f347,42.175668,-72.572257,413-593-3101,31385.87999999997,244
56ed0ca7-04eb-35fe-928c-b3f90fea5e10,42.390445,-71.101033,781-608-6831,25702.83999999997,200
e9899e91-ba1a-3497-9b0a-9c3ff91aa182,42.156203000000005,-71.43034499999999,508-533-2200,3228.999999999999,25
54799031-edf6-324e-8215-66500ec5fce4,41.661363,-70.812024,508-758-3754,2970.6799999999994,23
c14ad169-e03e-3914-a3f7-acb69051971f,42.33196,-71.020173,617-242-4476,3358.159999999999,26
1d316cdb-fcb8-3b90-a2e4-079a330d344c,42.323853,-71.142003,617-441-0173,8266.239999999994,64
0ab8b96d-8968-34b7-b29f-975bccb6fb70,42.219645,-71.216768,781-775-3832,22473.83999999998,175
9d2bed4d-cd0b-3541-9337-a941d9b94992,42.535183,-71.105423,781-942-1410,12786.83999999999,99
0d768c74-92f5-367b-bd5c-76d3143e82b7,42.12826,-71.8671,508-987-3771,17565.759999999984,136
ae81b94a-0c0b-3478-ad4c-0bfbeb91c34a,42.307905,-71.436196,508-366-8576,8137.079999999994,63
773f0a50-29d1-3639-81bd-f8b2634270bc,42.367858,-73.269763,413-637-2868,45335.16000000031,353
6fca7f82-5436-395c-b7d5-df9438fb4b2e,41.70692,-70.221117,508-362-5080,10332.799999999992,80
3eb7fc33-e4cf-3696-9be9-e814a1e472b2,42.017302,-71.21641,508-339-3952,6974.639999999995,54
c927f41c-0e3e-3997-bed8-bd53534de138,42.474208,-71.097665,781-662-5118,14853.399999999989,116
53fce0b4-14fa-3ea3-8127-6563160b8ba9,42.439941,-71.601879,978-779-0211,25057.03999999997,194
5673dbfd-c695-36de-a209-bf84527a43ba,42.503227,-71.201713,781-272-7733,15111.719999999988,117
52cfd6b1-bb25-3447-a32a-3cbb0a7afd79,42.176526,-71.603588,508-603-1455,31127.55999999997,243
6092e2a8-bf40-3b65-9d03-9eb8e7e651c1,41.987196,-70.74194200000001,781-585-8199,17565.759999999984,136
f95a01d8-adb4-394e-a0c2-c6069c800389,42.269478,-71.807783,508-853-8400,5812.199999999996,45
94d65687-ca73-364b-815e-9a82383f686d,42.499248,-70.898204,978-745-2803,8266.239999999994,64
56dbf306-b14b-3649-8f40-76064ddba6bf,42.064731,-72.653477,413-789-7455,30094.27999999997,234
db945656-e650-3f97-9857-4f18e117f115,42.614671,-72.597063,413-774-5012,6716.319999999995,52
3bb806d8-ae0d-37d4-af59-96efcc928ea3,42.7539,-71.015935,978-886-1423,24282.079999999976,188
dcbcf94d-c9d0-3c0a-a781-9236447e7826,42.474862,-70.96218499999999,617-512-2069,9170.359999999991,71
a274f6af-f9b7-3a7d-81ed-13ee3e98e3bf,42.284822,-71.348811,508-651-1094,6457.999999999995,50
44c0e821-1885-3533-a7bd-55f275a23979,42.323853,-71.142003,617-731-4884,1162.44,9
9f29ffa8-308f-3999-b711-0882ec108628,42.376043,-71.11868,617-225-2258,4003.959999999998,31
fd583e5b-5756-3faa-ab27-b585f03bd069,41.725351,-71.094162,508-674-6915,10332.799999999992,80
dfddada5-3672-335e-9e49-ad10a4be1391,42.520876,-71.770611,978-534-1962,3487.319999999999,27
4e8f3b06-b00b-33ba-9dce-b016e581ee1c,42.256208,-72.58103,413-493-1997,8266.239999999994,64
b5472de8-5039-36d7-b512-a2ff827007d5,41.661303,-70.937913,508-993-8332,6070.519999999996,47
426bf432-a5f6-351f-89dd-5e7b03e0ca0a,42.323853,-71.142003,617-997-3753,12141.03999999999,94
93c97d3b-076f-3314-a816-9b870b039697,42.323853,-71.142003,617-730-4344,774.9599999999999,6
ce0dc702-7298-363c-bef0-46dc8eee1f6c,42.360502,-71.303433,781-894-2177,11236.919999999993,87
48f9895c-222b-3082-ab26-0b5220b07ab4,42.125451,-72.649734,413-259-7437,31127.55999999997,243
7d370bcc-dba9-3314-8e0b-4b260b91b53e,42.742751,-71.178588,978-683-0123,6457.999999999995,50
